LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"d $350,000-1 million",AI OPERATING IV LLC,6 Water Street,NEW YORK,NY,10004.0,721110.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,,04/15/2020,"Citizens Bank, National Association",NY - 10
"d $350,000-1 million",AION REALTY LLC,"11 E 44th St, Fl 10, Ste 1000",NEW YORK,NY,10017.0,531311.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 12
"d $350,000-1 million",AIRO BRANDS INC,150 West 28th Street; #1203,NEW YORK,NY,10001.0,453991.0,Corporation,Unanswered,Male Owned,Unanswered,,44.0,04/07/2020,BCB Community Bank,NY - 10
"d $350,000-1 million",AK ENGINEERING PC,276 5th Avenue Suite 907,NEW YORK,NY,10001.0,541330.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,25.0,04/15/2020,"TD Bank, National Association",NY - 10
"d $350,000-1 million",AKBER AFRIDIDBA AFRIDI ASSOCIATES,19 W 21ST ST RM 605,NEW YORK,NY,10010.0,541330.0,Corporation,Unanswered,Male Owned,Non-Veteran,,10.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 12
"d $350,000-1 million",AKC COMPANION ANIMAL RECOVERY CORP,101 PARK AVENUE 5TH FLOOR,NEW YORK,NY,10178.0,,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,05/03/2020,"Wells Fargo Bank, National Association",NY - 10
"d $350,000-1 million",AL STUDIO LLC,15 HUDSON YARDS,NEW YORK,NY,10001.0,541921.0,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,23.0,04/27/2020,East West Bank,NY - 10
"d $350,000-1 million",ALAN MARGOLIN & ASSOCIATES CONSULTING,"420 LEXINGTON AVE, STE 2738",NEW YORK,NY,10170.0,541330.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,Signature Bank,NY - 12
"d $350,000-1 million",ALANDA LTD DBA FLUID,532 BROADWAY 5TH FL,NEW YORK,NY,10012.0,711510.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,48.0,04/15/2020,"JPMorgan Chase Bank, National Association",NY - 07
"d $350,000-1 million",ALARIC COMPLIANCE SERVICES LLC,150 BROADWAY STE 302,NEW YORK,NY,10038.0,541620.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 07
"d $350,000-1 million",ALBA SERVICES INC,240 West 52nd street 5th Floor,NEW YORK,NY,10019.0,562119.0,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,50.0,04/27/2020,Blue Foundry Bank,NY - 10
"d $350,000-1 million",ALBERT TECHNOLOGIES INC.,102 W 38TH ST,NEW YORK,NY,10018.0,541990.0,Corporation,Unanswered,Unanswered,Unanswered,,22.0,04/14/2020,Bank Leumi USA,NY - 10
"d $350,000-1 million",ALBIN GUSTAFSON COMPANY,5 Tudor City Place,NEW YORK,NY,10017.0,238210.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Sterling National Bank,NY - 12
"d $350,000-1 million",ALCHEMY ACQUISITIONS LLC,800 THIRD AVE 22ND FL,NEW YORK,NY,10022.0,237210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/28/2020,Signature Bank,NY - 12
"d $350,000-1 million",ALCHEMY MEDIA HOLDINGS LLC,1384 BROADWAY RM 804,NEW YORK,NY,10018.0,541890.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,65.0,04/28/2020,"Bank of America, National Association",NY - 10
"d $350,000-1 million","ALEXANDER CAPITAL, L.P.",17 State Street,NEW YORK,NY,10004.0,523120.0,Partnership,Unanswered,Unanswered,Unanswered,,66.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"d $350,000-1 million",ALEXANDER INTERACTIVE,"121 E. 24TH ST, 3rd Floor",NEW YORK,NY,10010.0,541511.0,Corporation,White,Male Owned,Non-Veteran,,14.0,04/07/2020,Peapack-Gladstone Bank,NY - 12
"d $350,000-1 million","ALEXANDER PRIMAK JEWELRY, INC.",529 5th Avenue 15th Floor,NEW YORK,NY,10017.0,423940.0,Corporation,Unanswered,Male Owned,Non-Veteran,,42.0,04/09/2020,Savoy Bank,NY - 12
"d $350,000-1 million",ALI BABA HOTEL CORP,888 SEVENTH AVE,NEW YORK,NY,10019.0,721110.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/28/2020,Signature Bank,NY - 10
"d $350,000-1 million",ALICART GROUP LLC,"1501 Broadway, Ste 515",NEW YORK,NY,10036.0,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,36.0,04/11/2020,"BankUnited, National Association",NY - 10
"d $350,000-1 million",ALICE 46TH STREET LLC,257 W 18TH ST GROUND FL,NEW YORK,NY,10011.0,,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,76.0,05/03/2020,"Bank of America, National Association",NY - 10
"d $350,000-1 million",ALIZ GROUP LLC,336 East  59TH ST,NEW YORK,NY,10022.0,721110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28.0,04/06/2020,City National Bank,NY - 12
"d $350,000-1 million",ALL SOULS SCHOOL,1157 LEXINGTON AVE,NEW YORK,NY,10075.0,611110.0,Corporation,Unanswered,Unanswered,Unanswered,,25.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"d $350,000-1 million",ALLAZO HEALTH CORP,214 W. 29th St. Second Floor,NEW YORK,NY,10001.0,621999.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/27/2020,Lexicon Bank,NY - 10
"d $350,000-1 million",ALLEGAERT BERGER & VOGEL LLP,111 Broadway 20th floor,NEW YORK,NY,10006.0,541110.0,Partnership,Unanswered,Unanswered,Unanswered,,46.0,04/28/2020,"Citibank, N.A.",NY - 10
"d $350,000-1 million",ALLEGIANCE PROTECTION GROUP INC,42 W 38TH ST RM 1100,NEW YORK,NY,10018.0,561612.0,Corporation,Unanswered,Unanswered,Unanswered,,65.0,05/03/2020,"Bank of America, National Association",NY - 10
"d $350,000-1 million",ALLEN OPERATING COMPANY LLC,190 Allen Street,NEW YORK,NY,10002.0,721110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,50.0,05/03/2020,"Citibank, N.A.",NY - 07
"d $350,000-1 million","ALLEY NYC, LLC",119 W 24TH ST FL 4,NEW YORK,NY,10011.0,813920.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"d $350,000-1 million","ALLIED PARTNERS MANAGEMENT, LLC",770 Lexington Ave,NEW YORK,NY,10065.0,531390.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,25.0,04/05/2020,City National Bank of Florida,NY - 10
"d $350,000-1 million","ALLSCOPE SERVICES, INC.",462 7TH AVE 8TH FL,NEW YORK,NY,10018.0,541810.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/28/2020,Signature Bank,NY - 10
"d $350,000-1 million",ALLSTATE ELECTRIC CORP,350 7TH AVE RM 201,NEW YORK,NY,10001.0,238210.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,05/09/2020,"Bank of America, National Association",NY - 10
"d $350,000-1 million","ALLURA IMPORTS, INC",1407 BROADWAY,NEW YORK,NY,10018.0,423840.0,Corporation,Unanswered,Female Owned,Non-Veteran,,0.0,04/09/2020,"Newtek Small Business Finance, Inc.",NY - 10
"d $350,000-1 million",ALLURE GEMS LLC,1212 AVENUE OF THE AMERICAS 14th Floor,NEW YORK,NY,10036.0,423940.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,31.0,04/10/2020,"HSBC Bank USA, National Association",NY - 10
"d $350,000-1 million","ALLYANCE MEDIA GROUP, INC.",130 W 42ND ST Sutie 950,NEW YORK,NY,10036.0,512110.0,Corporation,White,Male Owned,Non-Veteran,,59.0,04/09/2020,City National Bank,NY - 10
"d $350,000-1 million","ALTERATION GROUP OF NY, LLC",41 madison avenue 31st floor,NEW YORK,NY,10010.0,811490.0,Partnership,Unanswered,Male Owned,Unanswered,,38.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 12
"d $350,000-1 million",ALTIRNAO INC,149 E 36TH ST,NEW YORK,NY,10016.0,334614.0,Corporation,Unanswered,Unanswered,Unanswered,,40.0,04/11/2020,"HSBC Bank USA, National Association",NY - 12
"d $350,000-1 million",ALTRUM GROUP INC,15 MAIDEN LN STE 200,NEW YORK,NY,10038.0,453998.0,Corporation,Unanswered,Male Owned,Non-Veteran,,47.0,04/28/2020,"Bank of America, National Association",NY - 07
"d $350,000-1 million",ALTUZARRA LLC,"233 BROADWAY, SUITE 1440",NEW YORK,NY,10279.0,423910.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,24.0,04/15/2020,"HSBC Bank USA, National Association",NY - 10
"d $350,000-1 million","ALVANON, INC.",145 W. 30th Street Suite 1000,NEW YORK,NY,10001.0,339999.0,Corporation,Unanswered,Male Owned,Unanswered,,0.0,04/15/2020,Interaudi Bank,NY - 10
"d $350,000-1 million","ALYK, INC.","150 W 22nd Street, 5th Floor",NEW YORK,NY,10011.0,541511.0,Corporation,Unanswered,Unanswered,Unanswered,,38.0,04/29/2020,Silicon Valley Bank,NY - 10
"d $350,000-1 million","ALZHEIMER'S DISEASE AND RELATED DISORDERS, NEW YORK CITY, INC.",360 Lexington Ave Fl 3,NEW YORK,NY,10017.0,624120.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,28.0,04/11/2020,"CRF Small Business Loan Company, LLC",NY - 12
"d $350,000-1 million",ALZHEIMER'S FOUNDATION OF AMERICA,322 Eighth Avenue,NEW YORK,NY,10111.0,813211.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,35.0,04/08/2020,The First National Bank of Long Island,NY - 12
"d $350,000-1 million",AMBASSADOR CONSTRUCTION CO. INC.,105 Madison Avenue,NEW YORK,NY,10016.0,236220.0,Corporation,Unanswered,Unanswered,Unanswered,,10.0,05/01/2020,Peapack-Gladstone Bank,NY - 12
"d $350,000-1 million",AMBROSINO DEPINTO & SCHMEIDER,45 BROADWAY Suite 1220,NEW YORK,NY,10006.0,541330.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,25.0,04/11/2020,"TD Bank, National Association",NY - 10
"d $350,000-1 million",AMERGY ELECTRIC OF NY INC,65 Broadway Suite 1804,NEW YORK,NY,10006.0,238210.0,Corporation,Unanswered,Unanswered,Unanswered,,38.0,04/11/2020,"JPMorgan Chase Bank, National Association",NY - 10
"d $350,000-1 million",AMERICA BROADCAST AND ENTERTAINMENT COMPANY LLC,27 w 118 st 1A,NEW YORK,NY,10026.0,334220.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18.0,06/24/2020,"Citibank, N.A.",NY - 13
"d $350,000-1 million",AMERICA NEEDS YOU,260 W 39TH ST SUITE 701,NEW YORK,NY,10018.0,813319.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0.0,04/27/2020,Signature Bank,NY - 10
"d $350,000-1 million",AMERICAN ACADEMY IN ROME,7 East 60th Street,NEW YORK,NY,10022.0,813219.0,Non-Profit Organization,Asian,Female Owned,Non-Veteran,Y,13.0,04/30/2020,Dime Community Bank,NY - 12
"d $350,000-1 million",AMERICAN ACADEMY MCALLISTER INSTITUE OF,619 West 54th St,NEW YORK,NY,10019.0,611519.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,48.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"d $350,000-1 million","AMERICAN ASSOCIATES BEN-GURION UNIVERSITY OF THE NEGEV, INC.",342 Madison Ave Ste 1224,NEW YORK,NY,10173.0,561990.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,44.0,05/03/2020,"Bank of America, National Association",NY - 12
"d $350,000-1 million",AMERICAN COMMUNITY SCHOOL-SBA SMALL 7A TERM,305 E.47th Street,NEW YORK,NY,10017.0,611110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0.0,05/03/2020,"TD Bank, National Association",NY - 12
"d $350,000-1 million",AMERICAN CONFERENCE INSTITUTE INC,45 W 25TH ST FL 11,NEW YORK,NY,10010.0,561110.0,Corporation,Unanswered,Unanswered,Unanswered,,37.0,04/28/2020,"HSBC Bank USA, National Association",NY - 12
"d $350,000-1 million",AMERICAN CORPORATE PARTNERS,"140 E 45th St, 19A, 2 Grand Central Tower",NEW YORK,NY,10017.0,611710.0,Non-Profit Organization,White,Female Owned,Unanswered,Y,44.0,04/15/2020,Arbor Bank,NY - 12
"d $350,000-1 million",AMERICAN FRIENDS OF TEL AVIV UNIV INC,39 Broadway RM 1510,NEW YORK,NY,10006.0,611710.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/13/2020,"TD Bank, National Association",NY - 10
"d $350,000-1 million",AMERICAN HOME MANUFACTURING LLC,302 Fifth Ave,NEW YORK,NY,10001.0,423220.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,75.0,04/15/2020,BNB Bank,NY - 10
"d $350,000-1 million",AMERICAN INFERTILITY OF NEW YORK P C,21 EAST 69TH ST,NEW YORK,NY,10021.0,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,"TD Bank, National Association",NY - 07
"d $350,000-1 million",AMERICAN INSTITUTE OF GRAPHIC ARTS,222 Broadway 19th Floor,NEW YORK,NY,10038.0,813910.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,18.0,04/15/2020,"Citibank, N.A.",NY - 07
"d $350,000-1 million",AMERICAN LIVER FOUNDATION,39 Broadway,NEW YORK,NY,10006.0,813219.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,54.0,04/07/2020,Dime Community Bank,NY - 10
"d $350,000-1 million",AMERICAN PRISON DATA SYSTEMS PBC,"65 West 36th St, 2nd Floor 0.0",NEW YORK,NY,10018.0,611710.0,Corporation,Unanswered,Unanswered,Unanswered,,27.0,04/11/2020,"JPMorgan Chase Bank, National Association",NY - 10
"d $350,000-1 million",AMERICAN QUALITY CLEANING CORPORATION,575 Madison Avenue,NEW YORK,NY,10022.0,561740.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,59.0,04/28/2020,WebBank,NY - 12
"d $350,000-1 million",AMERICAN SOCIETY FOR YAD VASHEM INC,500 5TH AVE 42nd Floor,NEW YORK,NY,10110.0,813211.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,04/27/2020,Israel Discount Bank of New York,NY - 12
"d $350,000-1 million",AMERICAN SOCIETY OF THE UNIVERSITY OF HAIFA,80 Broad St,NEW YORK,NY,10004.0,813319.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,11.0,04/28/2020,First Republic Bank,NY - 10
"d $350,000-1 million",AMERICAN SPRAY ON CORP,22 W 21 STREET,NEW YORK,NY,10010.0,238310.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/28/2020,Signature Bank,NY - 12
"d $350,000-1 million",AMERICAN SYMPHONY ORCHESTRA LEAGUE,520 8TH AVE RM 2005 FL 20,NEW YORK,NY,10018.0,711130.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,29.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"d $350,000-1 million",AMERICAN URBAN RADIO NETWORKS LLC,112 W 34TH ST Suite 2110,NEW YORK,NY,10120.0,515111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/11/2020,"TBK Bank, SSB",NY - 12
"d $350,000-1 million","AMERICAN WHATEVER, LLC",153 West 27th Street,NEW YORK,NY,10001.0,711190.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/12/2020,Celtic Bank Corporation,NY - 10
"d $350,000-1 million",AMERICAN-SCANDINAVIAN FOUNDATION,58 Park Avenue,NEW YORK,NY,10016.0,813410.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,30.0,05/03/2020,"Citibank, N.A.",NY - 12
"d $350,000-1 million",AMERICAS EXECUTIONS LLC,40 WALL ST SUITE 1704,NEW YORK,NY,10005.0,523120.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,Signature Bank,NY - 10
"d $350,000-1 million","AMERICAS SOCIETY, INC.",680 Park Avenue,NEW YORK,NY,10065.0,813410.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,45.0,05/03/2020,"Citibank, N.A.",NY - 10
"d $350,000-1 million",AMERICO GROUP INC,1411 BROADWAY,NEW YORK,NY,10018.0,315220.0,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,,04/16/2020,Israel Discount Bank of New York,NY - 10
"d $350,000-1 million",AMERICORD REGISTRY LLC,"225 Broadway, Suite#1903",NEW YORK,NY,10007.0,621399.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,27.0,04/15/2020,"Readycap Lending, LLC",NY - 07
"d $350,000-1 million","AMERIPHARMA HOLDINGS, INC",350 5TH AVE SUITE 6701,NEW YORK,NY,10118.0,551112.0,Corporation,Unanswered,Unanswered,Unanswered,,30.0,04/30/2020,"HSBC Bank USA, National Association",NY - 10
"d $350,000-1 million","AMIGOS DEL MUSEO DEL BARRION, INC.",1230 5TH AVE,NEW YORK,NY,10029.0,712110.0,Professional Association,Unanswered,Unanswered,Unanswered,,80.0,04/15/2020,Cross River Bank,NY - 12
"d $350,000-1 million",AMISH MANHATTAN FARMERS MARKET INC,731 9TH AVE,NEW YORK,NY,10019.0,445299.0,Corporation,Unanswered,Male Owned,Non-Veteran,,0.0,05/01/2020,"TD Bank, National Association",NY - 10
"d $350,000-1 million","AMIT CHILDREN, INC.",49 W 37th St Fl 5,NEW YORK,NY,10018.0,813219.0,Corporation,White,Male Owned,Non-Veteran,,32.0,04/16/2020,"JPMorgan Chase Bank, National Association",NY - 10
"d $350,000-1 million",AMMOS NYC LLC,52 VANDERBILT AVE,NEW YORK,NY,10017.0,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,31.0,04/28/2020,BNB Bank,NY - 12
"d $350,000-1 million","AMNET NEW YORK, INC.",286 Madison Ave Suite 1700,NEW YORK,NY,10017.0,561510.0,Corporation,Unanswered,Unanswered,Unanswered,,51.0,04/14/2020,"Citibank, N.A.",NY - 12
"d $350,000-1 million","AMPER MUSIC, INC.",30 Broad Street 36th Floor,NEW YORK,NY,10004.0,541511.0,Corporation,Unanswered,Unanswered,Unanswered,,26.0,04/13/2020,Silicon Valley Bank,NY - 10
"d $350,000-1 million","AMSALE ABERRA, LLC",318 W 39TH ST FL 12,NEW YORK,NY,10018.0,315990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/28/2020,"Capital One, National Association",NY - 10
"d $350,000-1 million","AMSTERDAM HOSPITALITY, LLC",888 7TH AVE,NEW YORK,NY,10019.0,531110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/28/2020,Signature Bank,NY - 10
"d $350,000-1 million",ANALOGFOLK LLC,122 West 27th Street Floor 3,NEW YORK,NY,10001.0,512230.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,22.0,04/28/2020,"HSBC Bank USA, National Association",NY - 10
"d $350,000-1 million","ANALYTICAL FLAVOR SYSTEMS, INC.",180 Varick Street Suite 410,NEW YORK,NY,10014.0,511210.0,Corporation,Unanswered,Unanswered,Unanswered,,16.0,04/13/2020,Silicon Valley Bank,NY - 10
"d $350,000-1 million","ANCHOR WORLDWIDE, LLC",333 Hudson StSTE 201,NEW YORK,NY,10013.0,541613.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,24.0,05/03/2020,Customers Bank,NY - 07
"d $350,000-1 million","ANDOVER PROPERTIES, LLC","150 E 52nd St, Suite 32002",NEW YORK,NY,10022.0,493110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,96.0,04/28/2020,TCF National Bank,NY - 12
"d $350,000-1 million","ANDREA STEELE ARCHITECTURE, P.C.",227 W 29TH ST FL 11,NEW YORK,NY,10001.0,541310.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15.0,04/28/2020,"JPMorgan Chase Bank, National Association",NY - 10
"d $350,000-1 million",ANDREW TRAIN,254 CANAL ST,NEW YORK,NY,10013.0,541810.0,Corporation,Unanswered,Male Owned,Non-Veteran,,25.0,05/03/2020,"PNC Bank, National Association",NY - 07
"d $350,000-1 million",ANDREW'S THIRTY-FIFTH STREET COFFEE SHOP,463 7TH AVE,NEW YORK,NY,10018.0,,Corporation,Unanswered,Male Owned,Non-Veteran,,44.0,05/03/2020,"Bank of America, National Association",NY - 10
"d $350,000-1 million",ANEJO TRIBECA LLC,301 Church Street,NEW YORK,NY,10013.0,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/28/2020,American Express National Bank,NY - 07
"d $350,000-1 million",ANERI JEWELS LLC,592 5TH AVE,NEW YORK,NY,10036.0,423940.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/27/2020,Israel Discount Bank of New York,NY - 10
"d $350,000-1 million",ANGELO'S PIZZA 1697 INC,1697 BROADWAY,NEW YORK,NY,10019.0,722511.0,Subchapter S Corporation,White,Male Owned,Non-Veteran,,69.0,04/27/2020,New Millennium Bank,NY - 10
"d $350,000-1 million",ANIMALZ INCORPORATED,"11 5TH AVE, #10D",NEW YORK,NY,10003.0,541613.0,Corporation,Unanswered,Unanswered,Unanswered,,41.0,04/05/2020,Evolve Bank & Trust,NY - 07
"d $350,000-1 million",ANIMATED STORYBOARDS INC,1001 AVENUE OF THE AMERICAS,NEW YORK,NY,10018.0,512110.0,Corporation,Unanswered,Unanswered,Unanswered,,41.0,04/12/2020,"HSBC Bank USA, National Association",NY - 10
"d $350,000-1 million",ANK INTERNATIONAL INC,132 W 36TH ST 9TH FL,NEW YORK,NY,10018.0,541430.0,Corporation,Unanswered,Unanswered,Unanswered,,28.0,05/03/2020,"Bank of America, National Association",NY - 10
"d $350,000-1 million",ANNE FONTAINE USA INC,110 GREENE ST,NEW YORK,NY,10012.0,448120.0,Corporation,Unanswered,Unanswered,Unanswered,,70.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 07
"d $350,000-1 million","ANTAEUS ENTERPRISES, INC.",99 PARK AVE STE 2200,NEW YORK,NY,10016.0,523910.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,The Northern Trust Company,NY - 12
"d $350,000-1 million","ANTARCTICA CAPITAL MANAGEMENT, LLC",712 Fifth Avenue 24th Floor,NEW YORK,NY,10019.0,523920.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14.0,04/08/2020,First Home Bank,NY - 10
"d $350,000-1 million",ANTHONY G. FERRY INC,1916 PARK AVENUE - SUITE 520,NEW YORK,NY,10037.0,238210.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,"Capital One, National Association",NY - 13
"d $350,000-1 million",ANTINORE RESTAURANT INC,8 Stone St,NEW YORK,NY,10004.0,,Cooperative,Unanswered,Unanswered,Unanswered,,28.0,05/03/2020,"Citibank, N.A.",NY - 10
"d $350,000-1 million","AOF INSTALLATIONS SERVICES, INC.",96 Morton Street 7th Fl,NEW YORK,NY,10014.0,238220.0,Corporation,Unanswered,Unanswered,Non-Veteran,,33.0,05/02/2020,"JPMorgan Chase Bank, National Association",NY - 10
"d $350,000-1 million",AP &AMP; SS RESTAURANT GROUP LLC DBA THE DBA THE SEA FIRE GRILL,425 MADISON AVE RM 1001,NEW YORK,NY,10017.0,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 12
"d $350,000-1 million",APERTURE FOUNDATION INC,547 WEST 27TH ST 4TH FLOOR,NEW YORK,NY,10001.0,813410.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"d $350,000-1 million","APEX BUILDING COMPANY, INC.",51 East 125 Street,NEW YORK,NY,10035.0,236118.0,Corporation,Unanswered,Male Owned,Non-Veteran,,65.0,04/06/2020,BNB Bank,NY - 12
"d $350,000-1 million",APM.MC USA INC,155 SPRING ST,NEW YORK,NY,10012.0,448310.0,Corporation,Unanswered,Unanswered,Unanswered,,36.0,04/29/2020,"HSBC Bank USA, National Association",NY - 07
"d $350,000-1 million",APOLLO APPAREL NY LLC,1407 broadway suitet #1805,NEW YORK,NY,10018.0,448140.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,29.0,04/14/2020,"OneWest Bank, A Division of",NY - 10
"d $350,000-1 million",APOLLO ELECTRIC INC.,212 WEST 29TH STREET,NEW YORK,NY,10001.0,238210.0,Corporation,White,Male Owned,Non-Veteran,,51.0,04/13/2020,Savoy Bank,NY - 10
"d $350,000-1 million","APOLLO ELECTRIC NYG, INC.",212 WEST 29TH STREET,NEW YORK,NY,10001.0,238210.0,Corporation,White,Male Owned,Non-Veteran,,71.0,04/14/2020,Savoy Bank,NY - 10
"d $350,000-1 million",APOLLO JETS LLC,220 W 42ND ST FL 10,NEW YORK,NY,10036.0,481211.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,52.0,04/28/2020,"HSBC Bank USA, National Association",NY - 10
"d $350,000-1 million","APPCARD, INC.",90 JOHN ST,NEW YORK,NY,10038.0,541519.0,Corporation,Unanswered,Unanswered,Unanswered,,47.0,04/15/2020,Bank Leumi USA,NY - 07
"d $350,000-1 million","APPRAISERS AND PLANNERS, INC.",9 E 40TH ST FL 9,NEW YORK,NY,10016.0,531320.0,Corporation,Unanswered,Unanswered,Unanswered,,18.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 12
"d $350,000-1 million",AQUA RESTAURANT SERVICES LLC,731 LEXINGTON AVE,NEW YORK,NY,10022.0,711110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,156.0,04/28/2020,"HSBC Bank USA, National Association",NY - 12
"d $350,000-1 million","AQUAVIT, INC.",65 E 55th St,NEW YORK,NY,10022.0,722511.0,Corporation,Unanswered,Unanswered,Non-Veteran,,45.0,04/16/2020,First Republic Bank,NY - 12
"d $350,000-1 million",AQUINAS LLC,65 Broadway 17th Fl Suite 1700,NEW YORK,NY,10006.0,611310.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,100.0,04/28/2020,First Bank of the Lake,NY - 10
"d $350,000-1 million",AR &AMP; AR JEWELRY INC,31 W 47TH ST FL 14,NEW YORK,NY,10036.0,339910.0,Corporation,Unanswered,Unanswered,Unanswered,,29.0,05/03/2020,"Bank of America, National Association",NY - 10
"d $350,000-1 million",ARAMARA BEAUTY LLC DBA GLOW RECIPIE,37 W 20TH ST STE 1001,NEW YORK,NY,10011.0,424210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,27.0,04/28/2020,"JPMorgan Chase Bank, National Association",NY - 10
"d $350,000-1 million",ARC INTERIOR CONSTRUCTION INC.,1384 Broadway,NEW YORK,NY,10018.0,238310.0,Corporation,Unanswered,Unanswered,Unanswered,,33.0,04/14/2020,"Santander Bank, National Association",NY - 10
